category,brand,price,rating,juice_container_capacity,input_size,pulp_container_desc
0.0,0.4583333333333333,5450000,4.0,0.2272727272727273,0.3333333333333333,0.9347826086956521
0.0,0.7638888888888888,7285000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.9722222222222222,8400000,4.3,0.2272727272727273,0.7,0.5652173913043478
0.0,0.6944444444444444,5499900,3.0,0.4545454545454546,0.7,0.9130434782608695
0.0,0.2222222222222222,5500000,3.6,0.2272727272727273,0.3,0.10869565217391304
0.0,0.7083333333333333,3990000,4.0,0.2272727272727273,0.6333333333333333,0.10869565217391304
0.0,0.29166666666666663,12598000,2.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.013888888888888888,4350000,3.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.7777777777777777,5900000,2.6,0.2272727272727273,0.3,0.10869565217391304
0.0,0.375,14300000,4.0,0.5454545454545454,0.8666666666666667,0.9782608695652174
0.0,0.375,12850000,4.0,0.36363636363636365,0.8666666666666667,0.10869565217391304
0.0,0.861111111111111,20900000,4.0,0.2272727272727273,0.8666666666666667,0.10869565217391304
0.0,0.6666666666666666,5250000,4.0,0.2272727272727273,0.2,0.10869565217391304
0.0,0.7083333333333333,10700000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.7083333333333333,3750000,4.0,0.2272727272727273,0.3,0.21739130434782608
0.0,0.25,5500000,4.0,0.2272727272727273,0.7333333333333333,0.5
0.0,0.4305555555555555,5950000,3.1,0.9090909090909092,0.3,0.5217391304347826
0.0,0.7638888888888888,6180000,4.5,0.2272727272727273,1.0,0.10869565217391304
0.0,0.2638888888888889,5000000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.986111111111111,5960000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.2361111111111111,5799000,3.5,0.2272727272727273,0.3,0.10869565217391304
0.0,0.7638888888888888,10470560,4.0,0.2272727272727273,0.7666666666666666,0.7391304347826086
0.0,0.3055555555555555,6200000,3.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.3333333333333333,8500000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.8333333333333333,9900000,5.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.861111111111111,19250000,4.0,0.2272727272727273,0.8666666666666667,0.10869565217391304
0.0,0.5972222222222222,7000000,4.7,0.5,0.3,0.10869565217391304
0.0,0.7083333333333333,4250000,5.0,0.2272727272727273,0.3333333333333333,0.17391304347826086
0.0,0.2638888888888889,4700000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.3611111111111111,5299000,4.0,0.4090909090909091,0.4,0.10869565217391304
0.0,0.6666666666666666,7650000,5.0,0.2272727272727273,0.2,0.10869565217391304
0.0,0.41666666666666663,9700000,4.0,1.0,0.3,0.10869565217391304
0.0,0.125,11600000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.7083333333333333,5500000,5.0,0.6363636363636364,0.3,0.6956521739130435
0.0,0.7083333333333333,4300000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.18055555555555555,9900000,4.0,0.7727272727272727,0.03333333333333333,0.717391304347826
0.0,0.19444444444444442,5710000,5.0,0.2272727272727273,0.3,0.2391304347826087
0.0,0.8194444444444444,11700000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.611111111111111,10760000,4.0,0.9545454545454546,0.9,0.30434782608695654
0.0,0.2638888888888889,4700000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.7638888888888888,7660000,3.5,0.4090909090909091,0.3,0.10869565217391304
0.0,0.6388888888888888,8700000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.3333333333333333,7275000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.4444444444444444,6850000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.611111111111111,10350000,4.0,0.9545454545454546,0.9,0.30434782608695654
0.0,0.6527777777777778,3660000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.7083333333333333,4400000,4.0,0.36363636363636365,0.3,0.10869565217391304
0.0,0.9722222222222222,9759000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.4444444444444444,4200000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.08333333333333333,6371810,3.0,0.2272727272727273,0.3333333333333333,1.0
0.0,0.25,3500000,2.0,0.2272727272727273,0.8666666666666667,0.10869565217391304
0.0,0.38888888888888884,4987000,3.8,0.2272727272727273,0.3,0.10869565217391304
0.0,0.2361111111111111,5000000,4.0,0.2272727272727273,0.06666666666666667,0.10869565217391304
0.0,0.2361111111111111,6900000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.5277777777777778,5292000,4.0,0.2272727272727273,0.7666666666666666,0.10869565217391304
0.0,0.7083333333333333,8500000,2.9,0.8636363636363636,0.3333333333333333,0.10869565217391304
0.0,0.5138888888888888,9200000,4.0,0.2272727272727273,0.6666666666666666,0.10869565217391304
0.0,0.2638888888888889,4900000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.25,5950000,4.0,0.2272727272727273,0.7333333333333333,0.2826086956521739
0.0,0.05555555555555555,12800000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.4722222222222222,9804000,4.0,0.2272727272727273,0.3,0.15217391304347827
0.0,0.18055555555555555,6985000,4.0,0.2272727272727273,0.0,0.8695652173913043
0.0,0.8055555555555555,7500000,4.0,0.36363636363636365,0.43333333333333335,0.8478260869565217
0.0,0.5416666666666666,3280000,4.0,0.5,0.3,0.10869565217391304
0.0,0.9444444444444444,9600000,4.0,0.2272727272727273,0.3,0.10869565217391304
0.0,0.6805555555555555,5200000,2.5,0.0,0.13333333333333333,0.8260869565217391
